sample_id,post_id,true_label,pred_label,fold,model
78,ai_0013.png,4,4,0,koclip_ft
79,ai_0013.png,4,2,0,koclip_ft
80,ai_0013.png,4,4,0,koclip_ft
81,ai_0013.png,4,4,0,koclip_ft
82,ai_0013.png,1,4,0,koclip_ft
83,ai_0013.png,1,4,0,koclip_ft
84,ai_0013.png,1,4,0,koclip_ft
85,ai_0013.png,2,2,0,koclip_ft
86,ai_0013.png,2,2,0,koclip_ft
87,ai_0013.png,1,3,0,koclip_ft
88,ai_0013.png,1,3,0,koclip_ft
112,ai_0015.png,3,4,0,koclip_ft
113,ai_0015.png,2,3,0,koclip_ft
114,ai_0015.png,2,4,0,koclip_ft
115,ai_0015.png,2,0,0,koclip_ft
116,ai_0015.png,3,2,0,koclip_ft
117,ai_0015.png,4,4,0,koclip_ft
118,ai_0015.png,4,4,0,koclip_ft
119,ai_0015.png,3,0,0,koclip_ft
120,ai_0015.png,0,0,0,koclip_ft
264,domesticTravel_0008.png,4,2,0,koclip_ft
265,domesticTravel_0008.png,4,3,0,koclip_ft
325,domesticTravel_0021.png,1,1,0,koclip_ft
326,domesticTravel_0021.png,1,3,0,koclip_ft
327,domesticTravel_0021.png,0,1,0,koclip_ft
328,domesticTravel_0021.png,4,3,0,koclip_ft
329,domesticTravel_0021.png,1,3,0,koclip_ft
330,domesticTravel_0021.png,3,3,0,koclip_ft
331,domesticTravel_0021.png,4,3,0,koclip_ft
332,domesticTravel_0021.png,4,4,0,koclip_ft
333,domesticTravel_0021.png,4,3,0,koclip_ft
334,domesticTravel_0021.png,4,1,0,koclip_ft
335,domesticTravel_0021.png,4,3,0,koclip_ft
336,domesticTravel_0021.png,1,3,0,koclip_ft
337,domesticTravel_0021.png,1,3,0,koclip_ft
338,domesticTravel_0021.png,0,3,0,koclip_ft
339,domesticTravel_0021.png,1,1,0,koclip_ft
340,domesticTravel_0021.png,3,1,0,koclip_ft
341,domesticTravel_0021.png,4,1,0,koclip_ft
342,domesticTravel_0021.png,1,1,0,koclip_ft
343,domesticTravel_0021.png,2,0,0,koclip_ft
344,domesticTravel_0021.png,3,2,0,koclip_ft
345,domesticTravel_0021.png,2,2,0,koclip_ft
346,fall_0001.png,4,4,0,koclip_ft
347,fall_0001.png,3,2,0,koclip_ft
348,fall_0001.png,3,3,0,koclip_ft
349,fall_0001.png,2,2,0,koclip_ft
350,fall_0001.png,0,1,0,koclip_ft
351,fall_0001.png,1,4,0,koclip_ft
352,fall_0001.png,4,1,0,koclip_ft
373,fall_0005.png,2,2,0,koclip_ft
374,fall_0005.png,2,2,0,koclip_ft
375,fall_0005.png,4,4,0,koclip_ft
376,fall_0005.png,1,4,0,koclip_ft
412,fall_0009.png,4,4,0,koclip_ft
413,fall_0009.png,4,2,0,koclip_ft
414,fall_0009.png,3,4,0,koclip_ft
415,fall_0009.png,3,4,0,koclip_ft
416,fall_0009.png,4,1,0,koclip_ft
469,fall_0014.png,4,4,0,koclip_ft
470,fall_0014.png,4,1,0,koclip_ft
471,fall_0014.png,4,1,0,koclip_ft
472,fall_0014.png,4,4,0,koclip_ft
473,fall_0014.png,4,0,0,koclip_ft
474,fall_0014.png,4,0,0,koclip_ft
475,fall_0014.png,3,3,0,koclip_ft
476,fall_0014.png,3,3,0,koclip_ft
477,fall_0014.png,2,4,0,koclip_ft
478,fall_0014.png,1,4,0,koclip_ft
479,fall_0014.png,2,1,0,koclip_ft
480,fall_0014.png,2,1,0,koclip_ft
481,fall_0014.png,2,0,0,koclip_ft
482,fall_0014.png,1,4,0,koclip_ft
483,fall_0014.png,2,4,0,koclip_ft
484,fall_0014.png,2,0,0,koclip_ft
485,fall_0014.png,1,4,0,koclip_ft
486,fall_0014.png,1,1,0,koclip_ft
487,fall_0014.png,1,3,0,koclip_ft
511,fall_0017.png,4,1,0,koclip_ft
512,fall_0017.png,4,4,0,koclip_ft
513,fall_0017.png,4,4,0,koclip_ft
514,fall_0017.png,4,4,0,koclip_ft
515,fall_0017.png,4,4,0,koclip_ft
516,fall_0017.png,4,0,0,koclip_ft
517,fall_0017.png,4,1,0,koclip_ft
518,fall_0017.png,2,2,0,koclip_ft
519,fall_0017.png,4,0,0,koclip_ft
520,fall_0017.png,4,4,0,koclip_ft
567,fashion_0002.png,4,4,0,koclip_ft
568,fashion_0002.png,4,4,0,koclip_ft
569,fashion_0002.png,4,4,0,koclip_ft
570,fashion_0002.png,4,4,0,koclip_ft
571,fashion_0002.png,3,4,0,koclip_ft
572,fashion_0002.png,1,4,0,koclip_ft
573,fashion_0002.png,4,4,0,koclip_ft
574,fashion_0002.png,4,0,0,koclip_ft
575,fashion_0002.png,4,0,0,koclip_ft
576,fashion_0002.png,4,4,0,koclip_ft
577,fashion_0002.png,4,3,0,koclip_ft
578,fashion_0002.png,3,3,0,koclip_ft
579,fashion_0002.png,4,3,0,koclip_ft
580,fashion_0002.png,4,4,0,koclip_ft
581,fashion_0002.png,4,3,0,koclip_ft
582,fashion_0002.png,3,3,0,koclip_ft
583,fashion_0002.png,3,3,0,koclip_ft
584,fashion_0002.png,3,3,0,koclip_ft
585,fashion_0002.png,4,4,0,koclip_ft
586,fashion_0002.png,4,1,0,koclip_ft
587,fashion_0002.png,4,0,0,koclip_ft
588,fashion_0002.png,4,0,0,koclip_ft
589,fashion_0003.png,4,0,0,koclip_ft
590,fashion_0003.png,4,4,0,koclip_ft
591,fashion_0003.png,1,4,0,koclip_ft
592,fashion_0003.png,3,4,0,koclip_ft
593,fashion_0003.png,3,4,0,koclip_ft
594,fashion_0003.png,4,4,0,koclip_ft
595,fashion_0003.png,1,4,0,koclip_ft
596,fashion_0003.png,1,4,0,koclip_ft
597,fashion_0003.png,4,3,0,koclip_ft
598,fashion_0003.png,4,3,0,koclip_ft
599,fashion_0003.png,2,2,0,koclip_ft
600,fashion_0003.png,3,3,0,koclip_ft
601,fashion_0003.png,3,3,0,koclip_ft
602,fashion_0003.png,3,1,0,koclip_ft
603,fashion_0003.png,2,2,0,koclip_ft
604,fashion_0005.png,3,1,0,koclip_ft
605,fashion_0005.png,4,0,0,koclip_ft
606,fashion_0005.png,3,0,0,koclip_ft
607,fashion_0005.png,2,2,0,koclip_ft
608,fashion_0005.png,3,0,0,koclip_ft
918,movie_0022.png,4,4,0,koclip_ft
919,movie_0022.png,0,3,0,koclip_ft
920,movie_0022.png,1,3,0,koclip_ft
921,movie_0022.png,0,3,0,koclip_ft
922,movie_0022.png,0,0,0,koclip_ft
923,movie_0022.png,0,0,0,koclip_ft
924,movie_0022.png,0,0,0,koclip_ft
925,movie_0022.png,0,4,0,koclip_ft
926,movie_0022.png,0,4,0,koclip_ft
927,movie_0022.png,0,4,0,koclip_ft
928,movie_0022.png,2,1,0,koclip_ft
929,movie_0022.png,0,4,0,koclip_ft
930,movie_0022.png,1,2,0,koclip_ft
931,movie_0022.png,4,3,0,koclip_ft
932,movie_0022.png,3,1,0,koclip_ft
933,movie_0022.png,4,3,0,koclip_ft
934,movie_0022.png,3,4,0,koclip_ft
997,olive_0011.png,2,2,0,koclip_ft
998,olive_0011.png,4,3,0,koclip_ft
999,olive_0011.png,2,2,0,koclip_ft
1000,olive_0011.png,3,3,0,koclip_ft
1001,olive_0011.png,2,3,0,koclip_ft
1002,olive_0011.png,4,4,0,koclip_ft
1003,olive_0011.png,1,1,0,koclip_ft
1004,olive_0011.png,1,1,0,koclip_ft
1005,olive_0011.png,4,1,0,koclip_ft
1006,olive_0011.png,3,3,0,koclip_ft
1007,olive_0011.png,2,2,0,koclip_ft
1008,olive_0011.png,1,1,0,koclip_ft
1009,olive_0011.png,1,1,0,koclip_ft
1010,olive_0011.png,1,1,0,koclip_ft
1011,olive_0011.png,1,1,0,koclip_ft
1012,olive_0011.png,2,2,0,koclip_ft
1013,olive_0011.png,0,1,0,koclip_ft
1014,olive_0011.png,2,2,0,koclip_ft
1015,olive_0011.png,1,3,0,koclip_ft
1016,olive_0011.png,1,1,0,koclip_ft
1017,olive_0011.png,3,4,0,koclip_ft
1018,olive_0012.png,4,4,0,koclip_ft
1038,olive_0015.png,4,1,0,koclip_ft
1039,olive_0015.png,4,4,0,koclip_ft
1040,olive_0015.png,2,3,0,koclip_ft
1041,olive_0015.png,3,1,0,koclip_ft
1042,olive_0015.png,3,3,0,koclip_ft
1043,olive_0015.png,3,1,0,koclip_ft
1044,olive_0015.png,1,1,0,koclip_ft
1045,olive_0015.png,1,1,0,koclip_ft
1046,olive_0015.png,2,1,0,koclip_ft
1047,olive_0015.png,1,1,0,koclip_ft
1048,olive_0015.png,2,1,0,koclip_ft
1049,olive_0015.png,2,1,0,koclip_ft
1050,olive_0015.png,1,1,0,koclip_ft
1051,olive_0015.png,1,1,0,koclip_ft
1052,olive_0015.png,3,2,0,koclip_ft
1053,olive_0015.png,1,4,0,koclip_ft
1054,olive_0015.png,3,3,0,koclip_ft
1055,olive_0015.png,3,3,0,koclip_ft
1056,olive_0015.png,3,2,0,koclip_ft
1057,olive_0015.png,2,2,0,koclip_ft
1058,olive_0015.png,2,2,0,koclip_ft
1059,olive_0015.png,2,2,0,koclip_ft
1060,olive_0015.png,2,2,0,koclip_ft
1061,olive_0015.png,2,2,0,koclip_ft
1161,restaurant_0009.png,4,1,0,koclip_ft
1162,restaurant_0009.png,1,4,0,koclip_ft
1163,restaurant_0009.png,3,2,0,koclip_ft
1164,restaurant_0009.png,2,2,0,koclip_ft
1165,restaurant_0009.png,0,3,0,koclip_ft
1166,restaurant_0009.png,1,4,0,koclip_ft
1167,restaurant_0010.png,4,4,0,koclip_ft
1168,restaurant_0010.png,4,4,0,koclip_ft
1169,restaurant_0010.png,3,0,0,koclip_ft
1177,restaurant_0013.png,1,0,0,koclip_ft
1178,restaurant_0013.png,1,1,0,koclip_ft
1179,restaurant_0013.png,4,4,0,koclip_ft
1180,restaurant_0013.png,4,1,0,koclip_ft
1181,restaurant_0013.png,3,3,0,koclip_ft
1182,restaurant_0013.png,3,1,0,koclip_ft
1183,restaurant_0013.png,3,3,0,koclip_ft
1184,restaurant_0013.png,3,1,0,koclip_ft
1185,restaurant_0013.png,4,1,0,koclip_ft
1186,restaurant_0013.png,4,1,0,koclip_ft
1187,restaurant_0013.png,4,4,0,koclip_ft
1188,restaurant_0013.png,4,4,0,koclip_ft
1189,restaurant_0013.png,4,0,0,koclip_ft
1190,restaurant_0013.png,4,4,0,koclip_ft
1191,restaurant_0013.png,4,0,0,koclip_ft
1192,restaurant_0013.png,4,1,0,koclip_ft
1193,restaurant_0013.png,4,0,0,koclip_ft
