sample_id,post_id,true_label,pred_label,fold,model
78,ai_0013.png,4,4,0,koclip_xgb
79,ai_0013.png,4,2,0,koclip_xgb
80,ai_0013.png,4,1,0,koclip_xgb
81,ai_0013.png,4,4,0,koclip_xgb
82,ai_0013.png,1,4,0,koclip_xgb
83,ai_0013.png,1,4,0,koclip_xgb
84,ai_0013.png,1,4,0,koclip_xgb
85,ai_0013.png,2,2,0,koclip_xgb
86,ai_0013.png,2,1,0,koclip_xgb
87,ai_0013.png,1,3,0,koclip_xgb
88,ai_0013.png,1,3,0,koclip_xgb
112,ai_0015.png,3,4,0,koclip_xgb
113,ai_0015.png,2,2,0,koclip_xgb
114,ai_0015.png,2,4,0,koclip_xgb
115,ai_0015.png,2,4,0,koclip_xgb
116,ai_0015.png,3,2,0,koclip_xgb
117,ai_0015.png,4,4,0,koclip_xgb
118,ai_0015.png,4,4,0,koclip_xgb
119,ai_0015.png,3,4,0,koclip_xgb
120,ai_0015.png,0,4,0,koclip_xgb
264,domesticTravel_0008.png,4,2,0,koclip_xgb
265,domesticTravel_0008.png,4,2,0,koclip_xgb
325,domesticTravel_0021.png,1,4,0,koclip_xgb
326,domesticTravel_0021.png,1,3,0,koclip_xgb
327,domesticTravel_0021.png,0,1,0,koclip_xgb
328,domesticTravel_0021.png,4,3,0,koclip_xgb
329,domesticTravel_0021.png,1,1,0,koclip_xgb
330,domesticTravel_0021.png,3,3,0,koclip_xgb
331,domesticTravel_0021.png,4,3,0,koclip_xgb
332,domesticTravel_0021.png,4,1,0,koclip_xgb
333,domesticTravel_0021.png,4,3,0,koclip_xgb
334,domesticTravel_0021.png,4,2,0,koclip_xgb
335,domesticTravel_0021.png,4,1,0,koclip_xgb
336,domesticTravel_0021.png,1,3,0,koclip_xgb
337,domesticTravel_0021.png,1,1,0,koclip_xgb
338,domesticTravel_0021.png,0,1,0,koclip_xgb
339,domesticTravel_0021.png,1,1,0,koclip_xgb
340,domesticTravel_0021.png,3,1,0,koclip_xgb
341,domesticTravel_0021.png,4,1,0,koclip_xgb
342,domesticTravel_0021.png,1,1,0,koclip_xgb
343,domesticTravel_0021.png,2,4,0,koclip_xgb
344,domesticTravel_0021.png,3,2,0,koclip_xgb
345,domesticTravel_0021.png,2,2,0,koclip_xgb
346,fall_0001.png,4,4,0,koclip_xgb
347,fall_0001.png,3,2,0,koclip_xgb
348,fall_0001.png,3,3,0,koclip_xgb
349,fall_0001.png,2,2,0,koclip_xgb
350,fall_0001.png,0,1,0,koclip_xgb
351,fall_0001.png,1,1,0,koclip_xgb
352,fall_0001.png,4,1,0,koclip_xgb
373,fall_0005.png,2,1,0,koclip_xgb
374,fall_0005.png,2,1,0,koclip_xgb
375,fall_0005.png,4,4,0,koclip_xgb
376,fall_0005.png,1,1,0,koclip_xgb
412,fall_0009.png,4,4,0,koclip_xgb
413,fall_0009.png,4,4,0,koclip_xgb
414,fall_0009.png,3,4,0,koclip_xgb
415,fall_0009.png,3,4,0,koclip_xgb
416,fall_0009.png,4,4,0,koclip_xgb
469,fall_0014.png,4,4,0,koclip_xgb
470,fall_0014.png,4,1,0,koclip_xgb
471,fall_0014.png,4,4,0,koclip_xgb
472,fall_0014.png,4,4,0,koclip_xgb
473,fall_0014.png,4,0,0,koclip_xgb
474,fall_0014.png,4,0,0,koclip_xgb
475,fall_0014.png,3,1,0,koclip_xgb
476,fall_0014.png,3,3,0,koclip_xgb
477,fall_0014.png,2,4,0,koclip_xgb
478,fall_0014.png,1,4,0,koclip_xgb
479,fall_0014.png,2,1,0,koclip_xgb
480,fall_0014.png,2,1,0,koclip_xgb
481,fall_0014.png,2,0,0,koclip_xgb
482,fall_0014.png,1,4,0,koclip_xgb
483,fall_0014.png,2,4,0,koclip_xgb
484,fall_0014.png,2,0,0,koclip_xgb
485,fall_0014.png,1,4,0,koclip_xgb
486,fall_0014.png,1,1,0,koclip_xgb
487,fall_0014.png,1,3,0,koclip_xgb
511,fall_0017.png,4,2,0,koclip_xgb
512,fall_0017.png,4,3,0,koclip_xgb
513,fall_0017.png,4,4,0,koclip_xgb
514,fall_0017.png,4,4,0,koclip_xgb
515,fall_0017.png,4,3,0,koclip_xgb
516,fall_0017.png,4,4,0,koclip_xgb
517,fall_0017.png,4,4,0,koclip_xgb
518,fall_0017.png,2,3,0,koclip_xgb
519,fall_0017.png,4,4,0,koclip_xgb
520,fall_0017.png,4,0,0,koclip_xgb
567,fashion_0002.png,4,4,0,koclip_xgb
568,fashion_0002.png,4,4,0,koclip_xgb
569,fashion_0002.png,4,4,0,koclip_xgb
570,fashion_0002.png,4,4,0,koclip_xgb
571,fashion_0002.png,3,4,0,koclip_xgb
572,fashion_0002.png,1,4,0,koclip_xgb
573,fashion_0002.png,4,4,0,koclip_xgb
574,fashion_0002.png,4,4,0,koclip_xgb
575,fashion_0002.png,4,4,0,koclip_xgb
576,fashion_0002.png,4,4,0,koclip_xgb
577,fashion_0002.png,4,4,0,koclip_xgb
578,fashion_0002.png,3,4,0,koclip_xgb
579,fashion_0002.png,4,4,0,koclip_xgb
580,fashion_0002.png,4,4,0,koclip_xgb
581,fashion_0002.png,4,1,0,koclip_xgb
582,fashion_0002.png,3,3,0,koclip_xgb
583,fashion_0002.png,3,3,0,koclip_xgb
584,fashion_0002.png,3,3,0,koclip_xgb
585,fashion_0002.png,4,4,0,koclip_xgb
586,fashion_0002.png,4,4,0,koclip_xgb
587,fashion_0002.png,4,4,0,koclip_xgb
588,fashion_0002.png,4,4,0,koclip_xgb
589,fashion_0003.png,4,4,0,koclip_xgb
590,fashion_0003.png,4,4,0,koclip_xgb
591,fashion_0003.png,1,4,0,koclip_xgb
592,fashion_0003.png,3,0,0,koclip_xgb
593,fashion_0003.png,3,3,0,koclip_xgb
594,fashion_0003.png,4,4,0,koclip_xgb
595,fashion_0003.png,1,4,0,koclip_xgb
596,fashion_0003.png,1,4,0,koclip_xgb
597,fashion_0003.png,4,4,0,koclip_xgb
598,fashion_0003.png,4,4,0,koclip_xgb
599,fashion_0003.png,2,3,0,koclip_xgb
600,fashion_0003.png,3,3,0,koclip_xgb
601,fashion_0003.png,3,3,0,koclip_xgb
602,fashion_0003.png,3,4,0,koclip_xgb
603,fashion_0003.png,2,1,0,koclip_xgb
604,fashion_0005.png,3,1,0,koclip_xgb
605,fashion_0005.png,4,4,0,koclip_xgb
606,fashion_0005.png,3,2,0,koclip_xgb
607,fashion_0005.png,2,3,0,koclip_xgb
608,fashion_0005.png,3,4,0,koclip_xgb
918,movie_0022.png,4,4,0,koclip_xgb
919,movie_0022.png,0,3,0,koclip_xgb
920,movie_0022.png,1,3,0,koclip_xgb
921,movie_0022.png,0,3,0,koclip_xgb
922,movie_0022.png,0,4,0,koclip_xgb
923,movie_0022.png,0,4,0,koclip_xgb
924,movie_0022.png,0,0,0,koclip_xgb
925,movie_0022.png,0,4,0,koclip_xgb
926,movie_0022.png,0,4,0,koclip_xgb
927,movie_0022.png,0,4,0,koclip_xgb
928,movie_0022.png,2,1,0,koclip_xgb
929,movie_0022.png,0,4,0,koclip_xgb
930,movie_0022.png,1,2,0,koclip_xgb
931,movie_0022.png,4,4,0,koclip_xgb
932,movie_0022.png,3,4,0,koclip_xgb
933,movie_0022.png,4,3,0,koclip_xgb
934,movie_0022.png,3,4,0,koclip_xgb
997,olive_0011.png,2,2,0,koclip_xgb
998,olive_0011.png,4,4,0,koclip_xgb
999,olive_0011.png,2,2,0,koclip_xgb
1000,olive_0011.png,3,3,0,koclip_xgb
1001,olive_0011.png,2,2,0,koclip_xgb
1002,olive_0011.png,4,4,0,koclip_xgb
1003,olive_0011.png,1,1,0,koclip_xgb
1004,olive_0011.png,1,4,0,koclip_xgb
1005,olive_0011.png,4,1,0,koclip_xgb
1006,olive_0011.png,3,4,0,koclip_xgb
1007,olive_0011.png,2,2,0,koclip_xgb
1008,olive_0011.png,1,1,0,koclip_xgb
1009,olive_0011.png,1,1,0,koclip_xgb
1010,olive_0011.png,1,1,0,koclip_xgb
1011,olive_0011.png,1,3,0,koclip_xgb
1012,olive_0011.png,2,2,0,koclip_xgb
1013,olive_0011.png,0,3,0,koclip_xgb
1014,olive_0011.png,2,3,0,koclip_xgb
1015,olive_0011.png,1,4,0,koclip_xgb
1016,olive_0011.png,1,1,0,koclip_xgb
1017,olive_0011.png,3,4,0,koclip_xgb
1018,olive_0012.png,4,4,0,koclip_xgb
1038,olive_0015.png,4,1,0,koclip_xgb
1039,olive_0015.png,4,4,0,koclip_xgb
1040,olive_0015.png,2,3,0,koclip_xgb
1041,olive_0015.png,3,2,0,koclip_xgb
1042,olive_0015.png,3,2,0,koclip_xgb
1043,olive_0015.png,3,2,0,koclip_xgb
1044,olive_0015.png,1,3,0,koclip_xgb
1045,olive_0015.png,1,3,0,koclip_xgb
1046,olive_0015.png,2,4,0,koclip_xgb
1047,olive_0015.png,1,1,0,koclip_xgb
1048,olive_0015.png,2,4,0,koclip_xgb
1049,olive_0015.png,2,4,0,koclip_xgb
1050,olive_0015.png,1,4,0,koclip_xgb
1051,olive_0015.png,1,2,0,koclip_xgb
1052,olive_0015.png,3,3,0,koclip_xgb
1053,olive_0015.png,1,3,0,koclip_xgb
1054,olive_0015.png,3,3,0,koclip_xgb
1055,olive_0015.png,3,3,0,koclip_xgb
1056,olive_0015.png,3,4,0,koclip_xgb
1057,olive_0015.png,2,2,0,koclip_xgb
1058,olive_0015.png,2,2,0,koclip_xgb
1059,olive_0015.png,2,2,0,koclip_xgb
1060,olive_0015.png,2,2,0,koclip_xgb
1061,olive_0015.png,2,2,0,koclip_xgb
1161,restaurant_0009.png,4,1,0,koclip_xgb
1162,restaurant_0009.png,1,1,0,koclip_xgb
1163,restaurant_0009.png,3,2,0,koclip_xgb
1164,restaurant_0009.png,2,4,0,koclip_xgb
1165,restaurant_0009.png,0,3,0,koclip_xgb
1166,restaurant_0009.png,1,2,0,koclip_xgb
1167,restaurant_0010.png,4,4,0,koclip_xgb
1168,restaurant_0010.png,4,4,0,koclip_xgb
1169,restaurant_0010.png,3,4,0,koclip_xgb
1177,restaurant_0013.png,1,1,0,koclip_xgb
1178,restaurant_0013.png,1,2,0,koclip_xgb
1179,restaurant_0013.png,4,4,0,koclip_xgb
1180,restaurant_0013.png,4,4,0,koclip_xgb
1181,restaurant_0013.png,3,4,0,koclip_xgb
1182,restaurant_0013.png,3,4,0,koclip_xgb
1183,restaurant_0013.png,3,3,0,koclip_xgb
1184,restaurant_0013.png,3,4,0,koclip_xgb
1185,restaurant_0013.png,4,4,0,koclip_xgb
1186,restaurant_0013.png,4,3,0,koclip_xgb
1187,restaurant_0013.png,4,4,0,koclip_xgb
1188,restaurant_0013.png,4,4,0,koclip_xgb
1189,restaurant_0013.png,4,4,0,koclip_xgb
1190,restaurant_0013.png,4,4,0,koclip_xgb
1191,restaurant_0013.png,4,4,0,koclip_xgb
1192,restaurant_0013.png,4,4,0,koclip_xgb
1193,restaurant_0013.png,4,4,0,koclip_xgb
1194,restaurant_0013.png,4,4,0,koclip_xgb
1195,restaurant_0013.png,4,4,0,koclip_xgb
1196,restaurant_0013.png,3,4,0,koclip_xgb
1197,restaurant_0013.png,3,4,0,koclip_xgb
1198,restaurant_0013.png,1,1,0,koclip_xgb
1199,restaurant_0013.png,2,3,0,koclip_xgb
1200,restaurant_0013.png,4,3,0,koclip_xgb
1201,restaurant_0013.png,2,3,0,koclip_xgb
1202,restaurant_0013.png,1,0,0,koclip_xgb
1203,restaurant_0013.png,2,3,0,koclip_xgb
1204,restaurant_0013.png,3,3,0,koclip_xgb
1205,restaurant_0013.png,3,3,0,koclip_xgb
1206,restaurant_0013.png,1,3,0,koclip_xgb
1208,restaurant_0016.png,1,4,0,koclip_xgb
